Booking_id,booking_Date,Customer_id,age,Sex,Martial_status,Family_members,Infants,Occupation,State,City,Departure_date,Previous_trip_history,Trip_type,Purpose_of_Trip,Mode_of_transport,Payment_method,Total_spend_per_customer,Satisfaction_score,Destination_Place,Hotel_name,Hotel_rating,Days_of_stay,No._of_places_visited,Cab_services,Booking_channel,Meal_preference
1653,24-02-2022,725453,49,Male,Married,1,1,Government-sector,Andhra Pradesh,Palakollu,24-03-2022,Yes,One_way,Leisure,Ship,Credit_card,85388,7,Amritsar, East Bourne Resort & Spa      ,7,3,4,No,Mobile Apps,Yes
2467,02-08-2022,785594,39,Female,Married,6,0,IT,Andhra Pradesh,Chittoor,30-08-2022,Yes,One_way,Adventure,Aeroplane,Debit_card,107702,7,Goa, Hotel Priya                    ,10,1,2,Yes,Meta-Search Engines,No
2316,15-07-2021,764876,70,Female,Married,4,0,Students,Andhra Pradesh,Kavali,12-08-2021,No,Round_trip,Education,Bus,Debit_card,141464,8,Mysore, Taj Lake Palace                ,9,1,1,Yes,Mobile Apps,Yes
2146,04-09-2021,753263,57,Male,Married,1,1,Arts,Andhra Pradesh,Yemmiganur,02-10-2021,Yes,Round_trip,Adventure,Aeroplane,Debit_card,106652,9,Agra, Radisson Blu Agra Taj East Gate ,7,1,4,Yes,Online Travel Agencies,No
2343,22-04-2021,668376,56,Male,Married,4,0,Students,Andhra Pradesh,Chirala,20-05-2021,No,Round_trip,Adventure,Aeroplane,Debit_card,98181,9,Kanyakumari, Brijrama Palace                ,10,2,4,No,Travel Agents,No
1245,18-01-2023,627553,58,Male,Married,1,1,Finance,Andhra Pradesh,Ongole,15-02-2023,No,One_way,Religious,Aeroplane,Credit_card,98555,6,Amritsar, The Fog Resort & Spa           ,7,1,4,No,Online Travel Agencies,Yes
1514,19-08-2022,781898,46,Female,Married,1,0,Arts,Andhra Pradesh,Kadapa,16-09-2022,No,Round_trip,Adventure,Aeroplane,Credit_card,82287,9,Mahabalipuram, Fortune Resort Sullivan Court  ,6,2,4,Yes,Meta-Search Engines,Yes
1415,23-02-2022,824510,64,Female,Married,2,0,IT,Andhra Pradesh,Gudivada,23-03-2022,Yes,Multi_city,Adventure,Bus,Cash,87061,7,Ooty, Hotel Shangri La Regency       ,7,3,2,Yes,Hotel Websites,No
2690,28-07-2020,650888,31,Male,Married,6,0,IT,Andhra Pradesh,Narasaraopet,25-08-2020,Yes,One_way,Adventure,Ship,Cash,119353,9,Ooty, Hotel Rawal Kot                ,9,2,4,Yes,Mobile Apps,No
2376,16-03-2021,669850,42,Male,Married,4,0,Government-sector,Andhra Pradesh,Chirala,13-04-2021,No,Round_trip,Leisure,Aeroplane,Credit_card,149660,6,Amritsar, Punnamada Resort               ,8,4,1,Yes,Mobile Apps,Yes
2129,12-04-2023,805239,63,Male,Married,1,1,IT,Andhra Pradesh,Pithapuram,10-05-2023,Yes,Round_trip,Adventure,Aeroplane,Cash,130301,6,Coorg, The Himalayan                  ,10,4,4,No,Mobile Apps,Yes
1462,05-11-2021,833286,51,Female,Married,2,1,Students,Andhra Pradesh,Narasapuram,03-12-2021,No,Round_trip,Adventure,Bus,Credit_card,111933,9,Mysore, Palais de Mahe                 ,10,1,2,Yes,Meta-Search Engines,Yes
2986,09-09-2022,669555,80,Male,Married,1,0,Finance,Andhra Pradesh,Adoni,07-10-2022,No,One_way,Religious,Aeroplane,Cash,117312,6,Amritsar, The Grand Dragon Ladakh        ,6,3,1,Yes,Travel Agents,Yes
1173,16-10-2020,883458,81,Male,Married,2,1,Arts,Andhra Pradesh,Tadepalligudem,13-11-2020,No,Round_trip,Adventure,Aeroplane,Debit_card,92516,8,Mahabalipuram, Ananda in the Himalayas        ,7,3,1,No,Mobile Apps,No
2335,05-09-2020,828165,38,Male,Married,6,0,Students,Andhra Pradesh,Tirupati,03-10-2020,No,Round_trip,Adventure,Bus,Cash,124465,8,Kanyakumari, Acron Waterfront Resort        ,10,3,4,Yes,Meta-Search Engines,Yes
1390,03-05-2022,886021,57,Female,Married,3,1,Students,Andhra Pradesh,Dharmavaram,31-05-2022,Yes,One_way,Education,Aeroplane,Cash,93129,9,Mysore, Rambagh Palace                 ,10,4,1,Yes,Travel Agents,No
1919,30-10-2021,701987,61,Female,Married,3,1,Arts,Andhra Pradesh,Gudivada,27-11-2021,Yes,Round_trip,Adventure,Aeroplane,Debit_card,96596,9,Mysore, The Oberoi Udaivilas           ,9,4,4,No,Meta-Search Engines,Yes
2125,13-06-2022,845598,76,Female,Married,3,0,Students,Andhra Pradesh,Visakhapatnam,11-07-2022,Yes,One_way,Adventure,Aeroplane,Debit_card,97954,6,Kanyakumari, The Oberoi Amarvilas           ,7,2,2,Yes,Hotel Websites,Yes
1263,14-06-2021,720467,85,Female,Married,2,0,Finance,Andhra Pradesh,Peddapuram,12-07-2021,No,Multi_city,Business,Ship,Credit_card,94076,9,Varanasi, Taj Nadesar Palace             ,8,4,3,Yes,Travel Agents,No
1781,20-07-2020,694391,57,Male,Married,2,1,Government-sector,Andhra Pradesh,Tenali,17-08-2020,Yes,Multi_city,Leisure,Aeroplane,Cash,85467,7,Srinagar, Windermere Estate              ,10,1,1,Yes,Hotel Websites,Yes
1216,27-03-2021,674633,39,Female,Married,2,1,Government-sector,Andhra Pradesh,Kavali,24-04-2021,No,Round_trip,Business,Ship,Credit_card,110629,6,Varanasi, Savoy - IHCL SeleQtions        ,10,2,2,Yes,Hotel Websites,No
1305,30-08-2022,893267,52,Female,Married,3,0,Arts,Andhra Pradesh,Rajahmundry,27-09-2022,No,One_way,Adventure,Bus,Credit_card,131920,6,Mysore, Mayfair Darjeeling             ,10,1,2,Yes,Hotel Websites,Yes
2776,29-03-2021,684072,38,Female,Married,4,0,Students,Andhra Pradesh,Kakinada,26-04-2021,No,One_way,Adventure,Aeroplane,Debit_card,120717,10,Mysore, Suryagarh                      ,10,2,4,No,Mobile Apps,No
2595,16-08-2021,718559,60,Female,Married,6,0,IT,Andhra Pradesh,Dharmavaram,13-09-2021,Yes,One_way,Business,Ship,Cash,111854,8,Goa, Lake Palace Resort             ,6,4,2,No,Online Travel Agencies,No
2766,10-07-2020,849303,77,Female,Married,6,0,Students,Andhra Pradesh,Kovvur,07-08-2020,Yes,One_way,Adventure,Bus,Credit_card,120013,7,Mysore, The Himalayan                  ,7,2,2,No,Online Travel Agencies,Yes
2513,14-03-2022,658359,79,Male,Married,6,0,Students,Andhra Pradesh,Peddapuram,11-04-2022,Yes,Round_trip,Education,Aeroplane,Cash,129117,7,Cochin, Palais de Mahe                 ,8,1,1,No,Mobile Apps,Yes
2267,19-05-2023,772759,34,Female,Married,5,1,Arts,Andhra Pradesh,Tenali,16-06-2023,No,One_way,Education,Ship,Debit_card,99820,6,Mahabalipuram, The Grand Dragon Ladakh        ,10,3,3,No,Meta-Search Engines,No
2377,11-12-2021,627879,84,Male,Married,6,0,Finance,Andhra Pradesh,Markapur,08-01-2022,Yes,Multi_city,Religious,Aeroplane,Debit_card,112743,6,Varanasi, Ananda in the Himalayas        ,6,1,3,No,Meta-Search Engines,Yes
2086,23-02-2022,639307,54,Female,Married,4,1,IT,Andhra Pradesh,Gudur,23-03-2022,Yes,One_way,Adventure,Bus,Debit_card,124099,10,Shimla, Acron Waterfront Resort        ,8,4,3,Yes,Online Travel Agencies,Yes
2624,24-05-2021,654352,41,Male,Married,2,0,Students,Andhra Pradesh,Rajahmundry,21-06-2021,Yes,Round_trip,Adventure,Ship,Cash,105898,8,Kanyakumari, Rambagh Palace                 ,8,3,2,No,Hotel Websites,No
2719,20-01-2021,852800,42,Female,Married,4,1,Government-sector,Andhra Pradesh,Renigunta,17-02-2021,No,Round_trip,Leisure,Bus,Cash,87537,10,Varanasi, The Oberoi Udaivilas           ,6,2,1,Yes,Mobile Apps,Yes
2836,20-01-2023,741897,47,Female,Married,1,0,Government-sector,Andhra Pradesh,Ponnur,17-02-2023,Yes,Multi_city,Business,Bus,Cash,130779,10,Amritsar, The Oberoi Amarvilas           ,10,3,2,Yes,Hotel Websites,No
1544,23-08-2022,824420,61,Female,Married,5,1,Students,Andhra Pradesh,Guntur,20-09-2022,No,One_way,Adventure,Bus,Cash,106225,6,Kanyakumari, Taj Nadesar Palace             ,6,1,4,No,Mobile Apps,Yes
2530,30-04-2021,825880,40,Female,Married,2,0,Government-sector,Andhra Pradesh,Ponnur,28-05-2021,Yes,One_way,Business,Ship,Credit_card,89991,10,Srinagar, Windermere Estate              ,7,1,1,No,Travel Agents,Yes
2859,27-09-2022,701255,44,Female,Married,1,0,Students,Andhra Pradesh,Chirala,25-10-2022,No,Multi_city,Adventure,Bus,Debit_card,104291,9,Kanyakumari, Savoy - IHCL SeleQtions        ,9,1,1,Yes,Online Travel Agencies,Yes
1711,21-01-2021,614591,80,Male,Married,6,0,Students,Andhra Pradesh,Visakhapatnam,18-02-2021,Yes,Round_trip,Adventure,Ship,Debit_card,130335,7,Mysore, Mayfair Darjeeling             ,10,4,1,No,Mobile Apps,No
2052,27-05-2022,788692,35,Female,Married,1,1,Government-sector,Andhra Pradesh,Kovvur,24-06-2022,No,Multi_city,Business,Ship,Cash,122160,7,Varanasi, Suryagarh                      ,6,1,2,No,Travel Agents,Yes
1583,04-01-2021,820515,47,Male,Married,5,0,Government-sector,Andhra Pradesh,Kovvur,01-02-2021,No,Round_trip,Leisure,Bus,Credit_card,119522,7,Amritsar, Lake Palace Resort             ,9,4,2,Yes,Online Travel Agencies,Yes
1868,12-11-2022,600324,67,Male,Married,5,0,Finance,Andhra Pradesh,Rayachoti,10-12-2022,No,Multi_city,Leisure,Ship,Cash,133853,10,Madurai, The Himalayan                  ,6,1,2,No,Mobile Apps,No
2780,30-12-2022,612852,82,Female,Married,3,0,Finance,Andhra Pradesh,Gudivada,27-01-2023,Yes,Multi_city,Leisure,Bus,Cash,139832,7,Varanasi, Palais de Mahe                 ,10,4,3,No,Online Travel Agencies,Yes
2528,15-08-2022,799587,48,Female,Married,5,0,Students,Andhra Pradesh,Narasapuram,12-09-2022,No,One_way,Adventure,Ship,Credit_card,139926,6,Cochin, The Grand Dragon Ladakh        ,8,4,2,Yes,Travel Agents,Yes
1843,29-05-2021,644216,41,Female,Married,4,0,Government-sector,Andhra Pradesh,Tenkasi,26-06-2021,No,One_way,Leisure,Aeroplane,Credit_card,127202,9,Amritsar, Ananda in the Himalayas        ,7,3,4,No,Travel Agents,Yes
1621,11-01-2021,698741,44,Female,Married,1,1,Students,Andhra Pradesh,Madanapalle,08-02-2021,No,Round_trip,Adventure,Bus,Debit_card,119741,7,Mysore, Acron Waterfront Resort        ,9,1,1,Yes,Meta-Search Engines,Yes
1243,06-05-2020,671198,62,Female,Married,3,1,Government-sector,Andhra Pradesh,Vijayawada,03-06-2020,Yes,Round_trip,Leisure,Aeroplane,Credit_card,132124,9,Varanasi, Rambagh Palace                 ,6,3,1,No,Hotel Websites,Yes
1926,19-06-2022,635524,64,Male,Married,5,1,Government-sector,Andhra Pradesh,Repalle,17-07-2022,No,One_way,Leisure,Ship,Cash,125593,10,Srinagar, The Oberoi Udaivilas           ,10,2,4,Yes,Meta-Search Engines,No
1737,30-05-2020,859809,26,Female,Unmarried,5,1,Students,Andhra Pradesh,Renigunta,27-06-2020,No,Multi_city,Education,Aeroplane,Cash,93655,9,Kanyakumari, The Oberoi Amarvilas           ,10,2,1,No,Mobile Apps,No
1364,03-11-2022,615075,82,Female,Married,3,1,Students,Andhra Pradesh,Guntur,01-12-2022,Yes,Round_trip,Education,Aeroplane,Credit_card,140809,9,Mysore, Taj Nadesar Palace             ,8,2,1,Yes,Online Travel Agencies,Yes
1610,18-03-2021,838145,37,Female,Married,6,1,Arts,Andhra Pradesh,Gudivada,15-04-2021,Yes,Multi_city,Education,Bus,Credit_card,115725,6,Mahabalipuram, Windermere Estate              ,10,1,3,Yes,Mobile Apps,Yes
2913,15-09-2022,686794,60,Female,Married,1,0,Finance,Andhra Pradesh,Pithapuram,13-10-2022,Yes,Round_trip,Religious,Aeroplane,Debit_card,134214,7,Amritsar, Savoy - IHCL SeleQtions        ,7,3,2,Yes,Travel Agents,Yes
1466,08-05-2020,646077,53,Male,Married,2,1,Students,Andhra Pradesh,Chilakaluripet,05-06-2020,No,Round_trip,Adventure,Aeroplane,Cash,83061,8,Cochin, Mayfair Darjeeling             ,10,3,2,No,Mobile Apps,No
1077,09-06-2020,612507,74,Male,Married,4,1,Finance,Andhra Pradesh,Kurnool,07-07-2020,Yes,Multi_city,Leisure,Bus,Credit_card,81496,7,Amritsar, Suryagarh                      ,7,4,1,Yes,Meta-Search Engines,No
2590,20-07-2020,894852,50,Male,Married,1,0,Finance,Andhra Pradesh,Yemmiganur,17-08-2020,No,Multi_city,Business,Aeroplane,Debit_card,134955,7,Amritsar, Lake Palace Resort             ,6,2,2,No,Meta-Search Engines,Yes
1514,16-11-2020,827123,37,Female,Married,4,1,Government-sector,Andhra Pradesh,Chirala,14-12-2020,Yes,Multi_city,Leisure,Ship,Cash,99580,9,Varanasi, The Himalayan                  ,10,1,1,No,Hotel Websites,Yes
2275,17-11-2022,820381,63,Female,Married,4,1,Students,Andhra Pradesh,Tadepalligudem,15-12-2022,Yes,Round_trip,Education,Ship,Debit_card,90493,6,Mysore, Palais de Mahe                 ,10,3,3,No,Online Travel Agencies,No
1102,10-07-2020,706282,84,Male,Married,1,1,IT,Andhra Pradesh,Kavali,07-08-2020,No,Round_trip,Business,Bus,Cash,100118,10,Goa, The Grand Dragon Ladakh        ,6,1,4,Yes,Online Travel Agencies,Yes
2244,02-10-2020,623890,58,Female,Married,5,1,IT,Andhra Pradesh,Vijayawada,30-10-2020,No,One_way,Adventure,Bus,Cash,74030,9,Coorg, Ananda in the Himalayas        ,9,3,1,No,Online Travel Agencies,No
1597,14-11-2021,777946,50,Male,Married,4,1,Arts,Andhra Pradesh,Nandyal,12-12-2021,No,One_way,Education,Bus,Cash,88824,7,Agra, Acron Waterfront Resort        ,6,4,2,Yes,Hotel Websites,No
1504,16-10-2022,674846,85,Male,Married,1,0,IT,Andhra Pradesh,Dharmavaram,13-11-2022,No,One_way,Adventure,Aeroplane,Cash,96904,10,Goa, Rambagh Palace                 ,9,3,4,No,Travel Agents,Yes
2482,08-12-2022,896158,41,Male,Married,6,0,Finance,Andhra Pradesh,Repalle,05-01-2023,No,Multi_city,Business,Aeroplane,Cash,119966,6,Madurai, The Oberoi Udaivilas           ,10,3,4,Yes,Mobile Apps,No
2476,23-12-2020,697449,66,Female,Married,4,0,Government-sector,Andhra Pradesh,Guntur,20-01-2021,Yes,One_way,Leisure,Bus,Credit_card,79038,7,Varanasi, The Oberoi Amarvilas           ,7,2,4,Yes,Meta-Search Engines,Yes
2502,20-11-2021,883082,61,Male,Married,1,1,Arts,Andhra Pradesh,Tadipatri,18-12-2021,No,One_way,Education,Aeroplane,Credit_card,93480,9,Agra, Taj Nadesar Palace             ,10,1,1,No,Meta-Search Engines,Yes
2744,09-06-2022,673357,40,Male,Married,5,1,Government-sector,Andhra Pradesh,Tadepalligudem,07-07-2022,Yes,Round_trip,Business,Bus,Cash,92166,7,Srinagar, Windermere Estate              ,6,4,1,No,Online Travel Agencies,No
1388,24-08-2020,683066,81,Female,Married,4,0,Government-sector,Andhra Pradesh,Guntur,21-09-2020,Yes,One_way,Leisure,Bus,Debit_card,70412,6,Amritsar, Savoy - IHCL SeleQtions        ,8,3,4,No,Hotel Websites,Yes
2276,16-05-2020,796787,34,Female,Married,6,1,Arts,Andhra Pradesh,Ponnur,13-06-2020,No,Round_trip,Education,Ship,Debit_card,103161,9,Mahabalipuram, Mayfair Darjeeling             ,9,2,3,Yes,Hotel Websites,Yes
1850,01-11-2020,781012,33,Female,Married,5,1,Government-sector,Andhra Pradesh,Kurnool,29-11-2020,Yes,Multi_city,Business,Aeroplane,Credit_card,115276,7,Srinagar, Suryagarh                      ,10,4,2,Yes,Meta-Search Engines,Yes
1785,09-11-2020,649254,46,Female,Married,6,0,Finance,Andhra Pradesh,Sullurpeta,07-12-2020,No,Multi_city,Religious,Aeroplane,Credit_card,118832,7,Madurai, Lake Palace Resort             ,7,1,1,No,Mobile Apps,Yes
1797,06-04-2023,638002,40,Male,Married,6,1,Arts,Andhra Pradesh,Ongole,04-05-2023,Yes,One_way,Adventure,Aeroplane,Credit_card,127541,8,Mahabalipuram, The Himalayan                  ,6,1,4,Yes,Mobile Apps,Yes
1827,28-06-2021,846555,67,Female,Married,5,0,Government-sector,Andhra Pradesh,Tenali,26-07-2021,No,One_way,Business,Bus,Debit_card,117230,8,Varanasi, Palais de Mahe                 ,7,2,4,No,Mobile Apps,Yes
2194,06-12-2020,635334,78,Female,Married,1,0,Finance,Andhra Pradesh,Amalapuram,03-01-2021,Yes,Round_trip,Leisure,Bus,Cash,103039,8,Madurai, The Grand Dragon Ladakh        ,6,3,4,No,Online Travel Agencies,Yes
2692,18-12-2022,864585,68,Female,Married,5,0,Arts,Andhra Pradesh,Kavali,15-01-2023,No,One_way,Adventure,Bus,Cash,141233,6,Mahabalipuram, Ananda in the Himalayas        ,6,4,2,No,Hotel Websites,Yes
2961,12-04-2023,623875,33,Male,Married,6,0,IT,Andhra Pradesh,Bapatla,10-05-2023,Yes,One_way,Adventure,Aeroplane,Cash,82727,7,Ooty, Acron Waterfront Resort        ,6,2,1,Yes,Travel Agents,No
1600,06-01-2023,813384,31,Female,Married,6,0,Arts,Andhra Pradesh,Tirupati,03-02-2023,No,One_way,Adventure,Aeroplane,Debit_card,106010,9,Mahabalipuram, Rambagh Palace                 ,8,1,2,No,Travel Agents,Yes
2734,08-07-2022,858829,70,Male,Married,1,1,Arts,Andhra Pradesh,Amalapuram,05-08-2022,No,Round_trip,Adventure,Bus,Cash,90860,10,Mysore, The Oberoi Udaivilas           ,6,4,4,No,Travel Agents,No
2912,22-11-2021,797440,80,Male,Married,3,0,Arts,Andhra Pradesh,Rajahmundry,20-12-2021,No,Round_trip,Education,Aeroplane,Credit_card,104656,8,Mahabalipuram, The Oberoi Amarvilas           ,9,4,1,No,Travel Agents,Yes
2770,14-07-2022,790908,35,Male,Married,6,0,Finance,Andhra Pradesh,Ponnur,11-08-2022,Yes,Round_trip,Leisure,Bus,Debit_card,120785,10,Amritsar, Taj Nadesar Palace             ,6,1,1,No,Mobile Apps,Yes
2997,15-06-2020,702008,67,Male,Married,2,1,Arts,Andhra Pradesh,Narasapuram,13-07-2020,No,Round_trip,Education,Ship,Credit_card,115261,8,Mysore, Windermere Estate              ,10,2,2,No,Hotel Websites,Yes
1229,08-12-2022,790736,70,Female,Married,6,1,Government-sector,Andhra Pradesh,Jaggayyapeta,05-01-2023,No,Multi_city,Business,Ship,Debit_card,81340,10,Amritsar, Savoy - IHCL SeleQtions        ,6,1,4,No,Mobile Apps,Yes
2073,03-06-2020,841485,63,Female,Married,1,0,Arts,Andhra Pradesh,Kadapa,01-07-2020,Yes,Multi_city,Adventure,Aeroplane,Debit_card,92272,8,Mysore, Mayfair Darjeeling             ,6,4,3,No,Mobile Apps,No
1628,05-02-2023,898511,47,Female,Married,5,0,IT,Andhra Pradesh,Adoni,05-03-2023,No,Round_trip,Business,Ship,Debit_card,91925,6,Ooty, Suryagarh                      ,7,2,3,No,Meta-Search Engines,No
1025,18-02-2022,615981,57,Female,Married,3,0,IT,Andhra Pradesh,Hindupur,18-03-2022,Yes,Round_trip,Business,Aeroplane,Debit_card,115820,7,Shimla, Lake Palace Resort             ,7,1,3,Yes,Meta-Search Engines,No
1295,18-06-2020,730418,50,Male,Married,2,1,Arts,Andhra Pradesh,Chittoor,16-07-2020,No,One_way,Education,Ship,Cash,138959,7,Agra, The Himalayan                  ,9,2,1,Yes,Online Travel Agencies,Yes
1092,17-01-2023,858400,64,Female,Married,1,1,IT,Andhra Pradesh,Rayachoti,14-02-2023,Yes,Round_trip,Adventure,Aeroplane,Debit_card,116468,10,Shimla, Palais de Mahe                 ,7,1,3,No,Meta-Search Engines,Yes
1281,20-05-2023,827890,68,Female,Married,1,0,Government-sector,Andhra Pradesh,Peddapuram,17-06-2023,Yes,Round_trip,Leisure,Bus,Debit_card,92118,7,Varanasi, The Grand Dragon Ladakh        ,8,4,3,No,Travel Agents,Yes
1776,15-10-2020,852309,30,Male,Married,4,0,Finance,Andhra Pradesh,Narasaraopet,12-11-2020,Yes,One_way,Religious,Bus,Cash,128371,9,Amritsar, Ananda in the Himalayas        ,7,3,1,Yes,Mobile Apps,No
1193,06-11-2022,718416,61,Male,Married,1,1,Arts,Andhra Pradesh,Gudur,04-12-2022,No,Round_trip,Education,Bus,Credit_card,73729,9,Agra, Acron Waterfront Resort        ,10,1,3,No,Meta-Search Engines,No
2609,31-12-2022,688595,68,Female,Married,1,1,Finance,Andhra Pradesh,Nuzvid,28-01-2023,No,Round_trip,Leisure,Ship,Credit_card,133927,10,Amritsar, Rambagh Palace                 ,6,4,3,Yes,Hotel Websites,No
2054,06-06-2022,647313,32,Female,Married,2,1,Government-sector,Andhra Pradesh,Bheemunipatnam.,04-07-2022,Yes,Round_trip,Leisure,Bus,Cash,110867,6,Amritsar, The Oberoi Udaivilas           ,10,2,2,Yes,Hotel Websites,Yes
2377,05-08-2020,852228,74,Male,Married,4,0,IT,Andhra Pradesh,Kurnool,02-09-2020,Yes,Round_trip,Adventure,Aeroplane,Cash,89761,10,Coorg, The Oberoi Amarvilas           ,8,1,3,No,Online Travel Agencies,No
2732,07-02-2022,811076,57,Female,Married,1,1,Government-sector,Andhra Pradesh,Tadipatri,07-03-2022,Yes,One_way,Business,Aeroplane,Debit_card,123083,8,Amritsar, Taj Nadesar Palace             ,8,1,4,Yes,Mobile Apps,Yes
2189,19-06-2021,620605,83,Female,Married,5,0,IT,Andhra Pradesh,Tirupati,17-07-2021,No,Round_trip,Business,Ship,Cash,129801,8,Shimla, Windermere Estate              ,6,2,4,Yes,Mobile Apps,Yes
2715,03-06-2022,605026,82,Male,Married,6,0,IT,Andhra Pradesh,Tadipatri,01-07-2022,No,One_way,Adventure,Bus,Debit_card,141328,10,Shimla, Savoy - IHCL SeleQtions        ,7,1,2,No,Meta-Search Engines,No
1602,19-04-2022,819960,55,Female,Married,2,1,IT,Andhra Pradesh,Chirala,17-05-2022,Yes,Round_trip,Adventure,Aeroplane,Credit_card,113851,6,Coorg, Mayfair Darjeeling             ,10,1,2,Yes,Online Travel Agencies,Yes
1668,04-05-2023,690019,60,Male,Married,2,0,IT,Andhra Pradesh,Tenkasi,01-06-2023,Yes,One_way,Adventure,Aeroplane,Cash,91476,8,Ooty, Suryagarh                      ,7,2,3,Yes,Mobile Apps,Yes
2678,30-11-2020,673075,40,Female,Married,1,0,Government-sector,Andhra Pradesh,Kurnool,28-12-2020,Yes,Round_trip,Leisure,Aeroplane,Debit_card,89059,8,Varanasi, Lake Palace Resort             ,6,3,4,Yes,Mobile Apps,No
2503,09-07-2020,811059,45,Female,Married,4,0,IT,Andhra Pradesh,Anantapur,06-08-2020,No,Multi_city,Adventure,Aeroplane,Debit_card,111092,7,Goa, The Himalayan                  ,9,4,4,No,Online Travel Agencies,No
2709,26-09-2020,635071,55,Female,Married,3,0,Finance,Andhra Pradesh,Pithapuram,24-10-2020,No,One_way,Leisure,Aeroplane,Debit_card,124207,7,Varanasi, Palais de Mahe                 ,9,4,3,No,Meta-Search Engines,No
2094,08-05-2021,723830,33,Male,Married,1,1,Arts,Andhra Pradesh,Rayachoti,05-06-2021,Yes,Round_trip,Adventure,Ship,Cash,138459,10,Agra, The Grand Dragon Ladakh        ,7,3,4,No,Mobile Apps,Yes
1378,16-10-2022,659184,81,Female,Married,3,0,Government-sector,Andhra Pradesh,Eluru,13-11-2022,No,Round_trip,Leisure,Aeroplane,Cash,89351,8,Srinagar, Ananda in the Himalayas        ,7,3,4,No,Hotel Websites,Yes
2479,15-07-2022,819200,80,Female,Married,3,1,Students,Andhra Pradesh,Kurnool,12-08-2022,No,Multi_city,Adventure,Bus,Credit_card,91857,9,Kanyakumari, Acron Waterfront Resort        ,9,1,4,Yes,Meta-Search Engines,No
2434,25-06-2022,691571,80,Female,Married,2,1,Students,Andhra Pradesh,Chirala,23-07-2022,Yes,Multi_city,Adventure,Aeroplane,Debit_card,75793,7,Mysore, Rambagh Palace                 ,10,1,3,Yes,Mobile Apps,Yes
1828,12-05-2021,786893,32,Female,Married,4,1,Arts,Andhra Pradesh,Nellore,09-06-2021,Yes,Multi_city,Education,Bus,Credit_card,98744,7,Agra, The Oberoi Udaivilas           ,6,4,3,No,Meta-Search Engines,Yes
1641,07-11-2022,853121,85,Male,Married,2,1,Finance,Andhra Pradesh,Tadipatri,05-12-2022,No,One_way,Religious,Aeroplane,Cash,84284,10,Madurai, The Oberoi Amarvilas           ,7,4,2,Yes,Travel Agents,Yes
1431,23-08-2022,799590,27,Male,Married,3,1,Government-sector,Andhra Pradesh,Anantapur,20-09-2022,No,Multi_city,Leisure,Ship,Credit_card,133266,9,Varanasi, Taj Nadesar Palace             ,7,3,3,Yes,Hotel Websites,Yes
1644,13-04-2023,755665,77,Male,Married,2,1,IT,Andhra Pradesh,Tuni,11-05-2023,No,One_way,Business,Bus,Cash,71016,6,Coorg, Windermere Estate              ,7,3,1,Yes,Online Travel Agencies,No
2613,13-04-2022,699930,51,Male,Married,5,1,IT,Andhra Pradesh,Srikakulam,11-05-2022,Yes,Multi_city,Business,Bus,Debit_card,133686,6,Coorg, Savoy - IHCL SeleQtions        ,8,1,2,Yes,Hotel Websites,No
2231,12-01-2022,753458,40,Female,Married,1,0,Government-sector,Andhra Pradesh,Proddatur,09-02-2022,Yes,One_way,Business,Aeroplane,Credit_card,142974,7,Varanasi, Mayfair Darjeeling             ,7,4,3,No,Mobile Apps,Yes
1989,04-11-2020,781101,73,Female,Married,4,1,Government-sector,Andhra Pradesh,Rayachoti,02-12-2020,No,Round_trip,Business,Ship,Debit_card,93168,9,Varanasi, Suryagarh                      ,10,2,3,No,Online Travel Agencies,No
2424,09-07-2022,897860,71,Female,Married,4,0,Arts,Andhra Pradesh,Palakollu,06-08-2022,Yes,One_way,Adventure,Ship,Debit_card,110161,9,Mahabalipuram, Lake Palace Resort             ,9,1,1,Yes,Hotel Websites,Yes
1586,07-02-2022,680561,32,Male,Married,6,0,Finance,Andhra Pradesh,Repalle,07-03-2022,No,Round_trip,Leisure,Bus,Credit_card,100960,10,Amritsar, The Himalayan,6,4,1,No,Mobile Apps,Yes
1944,01-01-2021,828413,40,Female,Married,4,0,Government-sector,Andhra Pradesh,Sullurpeta,29-01-2021,No,Round_trip,Business,Aeroplane,Cash,99415,8,Varanasi, Palais de Mahe                 ,7,3,2,No,Meta-Search Engines,No
1251,27-08-2022,825867,45,Male,Married,1,1,Government-sector,Andhra Pradesh,Chittoor,24-09-2022,Yes,Round_trip,Business,Aeroplane,Debit_card,114047,8,Varanasi, The Grand Dragon Ladakh        ,10,4,1,No,Mobile Apps,Yes
1210,06-03-2023,651826,41,Male,Married,4,1,Government-sector,Andhra Pradesh,Visakhapatnam,03-04-2023,Yes,One_way,Leisure,Aeroplane,Cash,118648,10,Amritsar, Ananda in the Himalayas        ,7,3,2,No,Online Travel Agencies,No
2117,08-11-2020,692043,68,Male,Married,3,0,Students,Andhra Pradesh,Visakhapatnam,06-12-2020,No,One_way,Education,Ship,Cash,89054,7,Cochin, Acron Waterfront Resort        ,7,1,2,No,Hotel Websites,Yes
2868,27-09-2022,743181,39,Male,Married,2,0,Finance,Andhra Pradesh,Chirala,25-10-2022,Yes,Multi_city,Business,Ship,Credit_card,70590,6,Madurai, Rambagh Palace                 ,8,3,2,No,Online Travel Agencies,Yes
